league,season,team,player,standard_nation,standard_pos,age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,keeper_nation,keeper_pos,keeper_born,keeper_Playing Time_MP,keeper_Playing Time_Starts,keeper_Playing Time_Min,keeper_Playing Time_90s,keeper_Performance_GA,keeper_Performance_GA90,keeper_Performance_SoTA,keeper_Performance_Saves,keeper_Performance_Save%,keeper_Performance_W,keeper_Performance_D,keeper_Performance_L,keeper_Performance_CS,keeper_Performance_CS%,keeper_Penalty Kicks_PKatt,keeper_Penalty Kicks_PKA,keeper_Penalty Kicks_PKsv,keeper_Penalty Kicks_PKm,keeper_Penalty Kicks_Save%,playing_time_nation,playing_time_pos,playing_time_born,playing_time_Playing Time_MP,playing_time_Playing Time_Min,playing_time_Playing Time_Mn/MP,playing_time_Playing Time_Min%,playing_time_Playing Time_90s,playing_time_Starts_Starts,playing_time_Starts_Mn/Start,playing_time_Starts_Compl,playing_time_Subs_Subs,playing_time_Subs_Mn/Sub,playing_time_Subs_unSub,playing_time_Team Success_PPM,playing_time_Team Success_onG,playing_time_Team Success_onGA,playing_time_Team Success_+/-,playing_time_Team Success_+/-90,playing_time_Team Success_On-Off,misc_nation,misc_pos,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,market_value_eur
ARG-Primera División Argentina,2026,Talleres–C,Luis Angulo,COL,MF,22-086,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,COL,MF,2004,0.1,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,COL,MF,2004,1,13,13,0.9,0.1,0,,0,1,13,2,0.0,0,1,-1,-6.92,-7.24,COL,MF,2004,0.1,0,0,0,0,0,0,1,0,1,,,0,
ARG-Primera División Argentina,2026,Boca Juniors,Lautaro Di Lollo,ARG,DF,22-099,2004,12,12,1080,12.0,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,ARG,DF,2004,12.0,1,9,3,33.3,0.75,0.25,0.11,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2004,12,1080,90,75.0,12.0,12,90,12,0,,4,1.54,14,7,7,0.58,-0.92,ARG,DF,2004,12.0,3,0,0,6,6,0,0,10,18,,,0,7000000.0
ARG-Primera División Argentina,2026,Unión,Federico Gomes,,,22-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,100000.0
ARG-Primera División Argentina,2026,Barracas Central,Kevin Jappert,ARG,"DF,MF",22-112,2004,9,5,537,6.0,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,ARG,"DF,MF",2004,6.0,1,6,2,33.3,1.01,0.34,0.17,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",2004,9,537,60,37.3,6.0,5,90,5,4,22,2,1.22,5,5,0,0.0,0.0,ARG,"DF,MF",2004,6.0,0,0,0,3,7,0,4,17,10,,,0,2300000.0
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Juan Cardozo,PAR,MF,22-113,2004,9,5,522,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,PAR,MF,2004,5.8,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,MF,2004,9,522,58,36.3,5.8,5,88,4,4,21,2,1.33,5,13,-8,-1.38,-1.18,PAR,MF,2004,5.8,0,0,0,5,3,0,0,5,2,,,0,200000.0
ARG-Primera División Argentina,2026,Banfield,Federico Medina,,,22-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,200000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Ulises Echevarría,,,22-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Rosario Central,Fabricio Oviedo,ARG,FW,22-125,2004,2,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2004,0.7,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2004,2,67,34,4.7,0.7,1,66,0,1,1,12,1.33,1,0,1,1.34,1.15,ARG,FW,2004,0.7,0,0,0,3,2,2,0,0,0,,,0,225000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,Pocho Román,ITA,FW,22-127,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,FW,2004,0.1,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ITA,FW,2004,1,7,7,0.5,0.1,0,,0,1,7,7,0.0,0,0,0,0.0,0.31,ITA,FW,2004,0.1,0,0,0,0,0,0,1,0,0,,,0,
ARG-Primera División Argentina,2026,Estudiantes–RC,Tobías Leiva,ARG,MF,22-128,2004,3,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2004,0.9,0,1,0,0.0,1.11,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,3,81,27,5.6,0.9,0,,0,3,27,7,0.33,0,1,-1,-1.11,0.08,ARG,MF,2004,0.9,0,0,0,0,1,0,1,0,0,,,0,
ARG-Primera División Argentina,2026,Gimnasia–LP,Mateo Seoane,ARG,MF,22-128,2004,4,2,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2004,1.9,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,4,175,44,12.2,1.9,2,73,1,2,15,3,3.0,4,0,4,2.06,2.34,ARG,MF,2004,1.9,0,0,0,3,2,0,0,4,2,,,0,450000.0
ARG-Primera División Argentina,2026,Tigre,Tiago Serrago,ARG,MF,22-132,2004,12,7,600,6.7,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,ARG,MF,2004,6.7,1,12,4,33.3,1.8,0.6,0.08,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,12,600,50,41.7,6.7,7,64,0,5,30,3,1.42,8,5,3,0.45,0.45,ARG,MF,2004,6.7,0,0,0,8,6,0,14,4,4,,,0,1700000.0
ARG-Primera División Argentina,2026,Platense,Mateo Mendía,ARG,DF,22-134,2004,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2004,4.0,0,4,2,50.0,1.0,0.5,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2004,4,360,90,25.0,4.0,4,90,4,0,,12,0.25,4,8,-4,-1.0,-0.92,ARG,DF,2004,4.0,1,0,0,5,1,0,0,5,1,,,0,300000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Julián Kadijevic,ARG,GK,22-141,2004,2,1,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,2004,1.7,0,0,0,,0.0,0.0,,,0,0,ARG,GK,2004,2,1,153,1.7,4,2.35,9,5,55.6,0,0,1,0,0.0,0,0,0,0,,ARG,GK,2004,2,153,77,10.6,1.7,1,90,1,1,63,13,1.5,3,4,-1,-0.59,-0.66,ARG,GK,2004,1.7,0,0,0,0,0,0,0,0,0,,,0,50000.0
ARG-Primera División Argentina,2026,CA San Lorenzo,Juan Rattalino,ARG,MF,22-145,2004,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2004,0.9,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,4,78,20,5.4,0.9,0,,0,4,20,5,1.6,2,1,1,1.15,1.22,ARG,MF,2004,0.9,0,0,0,3,1,0,0,0,2,,,0,200000.0
ARG-Primera División Argentina,2026,Barracas Central,Tomás Porra,ARG,MF,22-159,2004,16,15,1250,13.9,0,3,3,0,0,0,4,0,0.0,0.22,0.22,0.0,0.22,ARG,MF,2004,13.9,0,12,3,25.0,0.86,0.22,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,16,1250,78,86.8,13.9,15,80,7,1,45,0,1.31,14,10,4,0.29,2.18,ARG,MF,2004,13.9,4,0,0,15,22,0,25,17,15,,,0,1200000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,César Vega,ARG,MF,22-160,2004,5,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2004,2.9,0,2,0,0.0,0.68,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,5,264,53,18.3,2.9,3,85,1,2,5,2,1.4,2,2,0,0.0,0.38,ARG,MF,2004,2.9,2,0,0,11,2,0,0,8,14,,,0,
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Lucas Bernabéu,,,22-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Rosario Central,Julián Fernández,ARG,"MF,FW",22-165,2004,10,8,700,7.8,1,2,3,1,0,0,1,0,0.13,0.26,0.39,0.13,0.39,ARG,"MF,FW",2004,7.8,1,12,2,16.7,1.54,0.26,0.08,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",2004,10,700,70,48.6,7.8,8,77,2,2,41,1,1.82,10,6,4,0.51,0.51,ARG,"MF,FW",2004,7.8,1,0,0,5,12,2,21,2,9,,,0,3800000.0
ARG-Primera División Argentina,2026,Banfield,Santiago Esquivel,ARG,MF,22-166,2004,8,6,439,4.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,ARG,MF,2004,4.9,0,4,0,0.0,0.82,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2004,8,439,55,30.5,4.9,6,58,1,2,45,1,1.38,6,4,2,0.41,0.77,ARG,MF,2004,4.9,3,1,1,6,4,0,0,2,6,,,0,350000.0
ARG-Primera División Argentina,2026,Belgrano,Matías Daniele,,,22-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2004,0,,,,,0,,0,0,,11,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Platense,Tomás Nasif,ARG,FW,22-166,2004,12,4,526,5.8,2,1,3,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,ARG,FW,2004,5.8,2,14,7,50.0,2.4,1.2,0.14,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2004,12,526,44,36.5,5.8,4,71,0,8,30,2,1.17,6,7,-1,-0.17,0.22,ARG,FW,2004,5.8,0,0,0,7,7,2,2,0,1,,,0,1200000.0
ARG-Primera División Argentina,2026,Banfield,Lautaro Villegas,ARG,MF,22-169,2003,14,9,729,8.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2003,8.1,0,3,0,0.0,0.37,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,14,729,52,50.6,8.1,9,62,0,5,34,2,1.21,9,14,-5,-0.62,-1.0,ARG,MF,2003,8.1,3,0,0,10,5,0,6,5,15,,,0,325000.0
ARG-Primera División Argentina,2026,Newell's,Martín Luciano,ARG,"DF,MF",22-191,2003,6,5,330,3.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,"DF,MF",2003,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",2003,6,330,55,22.9,3.7,5,66,1,1,1,8,0.67,0,11,-11,-3.0,-2.92,ARG,"DF,MF",2003,3.7,3,0,0,9,6,0,12,4,5,,,0,100000.0
ARG-Primera División Argentina,2026,Huracán,Oscar Cortés,COL,"MF,FW",22-196,2003,14,13,1010,11.2,1,4,5,1,0,0,2,0,0.09,0.36,0.45,0.09,0.45,COL,"MF,FW",2003,11.2,1,18,6,33.3,1.6,0.53,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,COL,"MF,FW",2003,14,1010,72,70.1,11.2,13,75,1,1,35,0,1.5,13,10,3,0.27,0.06,COL,"MF,FW",2003,11.2,2,0,0,8,4,3,50,5,9,,,0,2500000.0
ARG-Primera División Argentina,2026,Instituto,Matías Gallardo,ARG,MF,22-206,2003,9,0,122,1.4,1,0,1,1,0,0,1,0,0.74,0.0,0.74,0.74,0.74,ARG,MF,2003,1.4,1,5,1,20.0,3.69,0.74,0.2,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,9,122,14,8.5,1.4,0,,0,9,14,7,1.22,3,2,1,0.74,0.81,ARG,MF,2003,1.4,1,0,0,3,2,0,13,1,6,,,0,75000.0
ARG-Primera División Argentina,2026,River Plate,Lautaro Rivero,ARG,DF,22-228,2003,14,14,1236,13.7,1,0,1,1,0,0,6,0,0.07,0.0,0.07,0.07,0.07,ARG,DF,2003,13.7,1,8,2,25.0,0.58,0.15,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2003,14,1236,88,85.8,13.7,14,88,12,0,,1,1.83,20,11,9,0.66,0.21,ARG,DF,2003,13.7,6,0,0,14,16,0,2,17,18,,,0,7000000.0
ARG-Primera División Argentina,2026,Unión,Mateo Del Blanco,ARG,"DF,MF",22-229,2003,16,16,1393,15.5,2,1,3,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19,ARG,"DF,MF",2003,15.5,2,43,11,25.6,2.78,0.71,0.05,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",2003,16,1393,87,96.7,15.5,16,87,11,0,,0,1.33,23,17,6,0.39,4.22,ARG,"DF,MF",2003,15.5,3,0,0,16,27,1,143,22,13,,,0,5000000.0
ARG-Primera División Argentina,2026,Banfield,Lucas Palavecino,ARG,MF,22-242,2003,3,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2003,0.9,0,1,1,100.0,1.06,1.06,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,3,85,28,5.9,0.9,0,,0,3,28,4,0.33,0,2,-2,-2.12,-2.12,ARG,MF,2003,0.9,0,0,0,0,2,0,0,1,1,,,0,25000.0
ARG-Primera División Argentina,2026,Barracas Central,Wilfredo Rivera,,,22-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUR,FW,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,100000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,Ezequiel Godoy,,,22-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Rosario Central,Alejo Véliz,ARG,FW,22-271,2003,14,12,1008,11.2,4,0,4,4,0,1,0,0,0.36,0.0,0.36,0.36,0.36,ARG,FW,2003,11.2,4,35,14,40.0,3.12,1.25,0.11,0.29,0,1,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2003,14,1008,72,70.0,11.2,12,80,5,2,23,2,1.76,12,8,4,0.36,0.36,ARG,FW,2003,11.2,0,0,0,11,19,3,3,0,0,,,0,4000000.0
ARG-Primera División Argentina,2026,Unión,Rafael Profini,ARG,MF,22-281,2003,16,16,1322,14.7,1,5,6,1,0,0,1,0,0.07,0.34,0.41,0.07,0.41,ARG,MF,2003,14.7,1,11,3,27.3,0.75,0.2,0.09,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,16,1322,83,91.8,14.7,16,83,9,0,,0,1.33,21,19,2,0.14,-1.39,ARG,MF,2003,14.7,1,0,0,16,16,0,5,11,11,,,0,2800000.0
ARG-Primera División Argentina,2026,Gimnasia–M,Franco Saavedra,ARG,DF,22-288,2003,13,13,1024,11.4,0,1,1,0,0,0,2,2,0.0,0.09,0.09,0.0,0.09,ARG,DF,2003,11.4,0,10,1,10.0,0.88,0.09,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2003,13,1024,79,71.1,11.4,13,79,7,0,,0,1.0,9,13,-4,-0.35,0.51,ARG,DF,2003,11.4,2,2,0,19,18,0,32,14,14,,,0,
ARG-Primera División Argentina,2026,Arg Juniors,Gonzalo Siri Payer,,,22-294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,2003,0,,,,,0,,0,0,,16,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Banfield,Lautaro Gómez,ARG,MF,22-313,2003,16,8,692,7.7,3,0,3,3,0,0,2,0,0.39,0.0,0.39,0.39,0.39,ARG,MF,2003,7.7,3,10,4,40.0,1.3,0.52,0.3,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,16,692,43,48.1,7.7,8,63,0,8,23,0,1.13,8,10,-2,-0.26,-0.26,ARG,MF,2003,7.7,2,0,0,8,19,0,18,5,13,,,0,400000.0
ARG-Primera División Argentina,2026,Newell's,David Sotelo,ARG,MF,22-322,2003,9,2,267,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2003,3.0,0,6,3,50.0,2.02,1.01,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,9,267,30,18.5,3.0,2,48,0,7,25,4,0.89,6,7,-1,-0.34,0.51,ARG,MF,2003,3.0,0,0,0,5,3,0,17,3,2,,,0,200000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,Facundo Pimienta,,,22-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Racing Club,Baltasar Rodríguez,ARG,MF,22-343,2003,12,7,571,6.3,0,1,1,0,0,0,5,0,0.0,0.16,0.16,0.0,0.16,ARG,MF,2003,6.3,0,16,3,18.8,2.52,0.47,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,12,571,48,39.7,6.3,7,62,0,5,27,1,1.08,7,7,0,0.0,-0.21,ARG,MF,2003,6.3,5,0,0,16,13,2,21,8,11,,,0,4000000.0
ARG-Primera División Argentina,2026,Ind. Rivadavia,Alessandro Riep,ARG,DF,22-349,2003,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2003,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2003,1,90,90,6.3,1.0,1,90,1,0,,5,1.0,1,1,0,0.0,-0.93,ARG,DF,2003,1.0,1,0,0,2,0,0,3,0,2,,,0,350000.0
ARG-Primera División Argentina,2026,Lanús,Bruno Cabrera,ARG,MF,22-361,2003,8,2,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2003,3.4,0,7,1,14.3,2.08,0.3,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,8,303,38,21.0,3.4,2,72,0,6,27,8,2.0,2,3,-1,-0.3,-0.61,ARG,MF,2003,3.4,1,0,0,11,8,3,4,3,2,,,0,700000.0
ARG-Primera División Argentina,2026,Aldosivi,Santiago Moya,ARG,DF,23-004,2003,7,7,630,7.0,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,ARG,DF,2003,7.0,1,4,2,50.0,0.57,0.29,0.25,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2003,7,630,90,43.8,7.0,7,90,7,0,,4,0.57,4,9,-5,-0.71,0.17,ARG,DF,2003,7.0,2,0,0,5,6,0,2,10,4,,,0,600000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Ignacio Miramon,ARG,MF,23-005,2003,11,9,767,8.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2003,8.5,0,5,2,40.0,0.59,0.23,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,11,767,70,53.3,8.5,9,80,5,2,25,0,1.77,11,10,1,0.12,0.25,ARG,MF,2003,8.5,4,0,0,15,18,0,9,10,17,,,0,1500000.0
ARG-Primera División Argentina,2026,Instituto,Ignacio Rossi,,,23-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,25000.0
ARG-Primera División Argentina,2026,Newell's,Josue Reinatti,ARG,GK,23-015,2003,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,2003,5.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,2003,5,5,450,5.0,5,1.0,20,15,75.0,2,3,0,1,20.0,0,0,0,0,,ARG,GK,2003,5,450,90,31.3,5.0,5,90,5,0,,4,1.8,8,5,3,0.6,1.96,ARG,GK,2003,5.0,0,0,0,0,2,0,0,0,0,,,0,1200000.0
ARG-Primera División Argentina,2026,Boca Juniors,Brian Aguirre,ARG,"FW,MF",23-016,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,"FW,MF",2003,0.2,0,1,0,0.0,4.09,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",2003,1,22,22,1.5,0.2,0,,0,1,22,0,3.0,1,0,1,4.09,3.33,ARG,"FW,MF",2003,0.2,0,0,0,1,0,0,3,0,0,,,0,3500000.0
ARG-Primera División Argentina,2026,Estudiantes–LP,Brian Aguirre,ARG,MF,23-016,2003,9,4,433,4.8,1,2,3,1,0,0,2,0,0.21,0.42,0.62,0.21,0.62,ARG,MF,2003,4.8,1,11,6,54.5,2.29,1.25,0.09,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,9,433,48,30.1,4.8,4,73,1,5,29,5,1.9,6,2,4,0.83,0.12,ARG,MF,2003,4.8,2,0,0,13,4,2,27,4,3,,,0,3500000.0
ARG-Primera División Argentina,2026,Gimnasia–M,Lautaro Carrera,ARG,DF,23-018,2003,8,3,374,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,2003,4.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,2003,8,374,47,26.0,4.2,3,90,3,5,21,8,0.88,1,7,-6,-1.44,-1.27,ARG,DF,2003,4.2,0,0,0,2,2,0,0,6,8,,,0,
ARG-Primera División Argentina,2026,Unión,Maizon Rodríguez,URU,DF,23-026,2003,16,16,1370,15.2,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,URU,DF,2003,15.2,1,11,2,18.2,0.72,0.13,0.09,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,DF,2003,16,1370,86,95.1,15.2,16,86,14,0,,0,1.33,22,19,3,0.2,-1.09,URU,DF,2003,15.2,2,0,0,11,6,0,1,18,11,,,0,2000000.0
ARG-Primera División Argentina,2026,Defensa,Agustin Hausch,ARG,"MF,FW",23-027,2003,14,8,658,7.3,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,ARG,"MF,FW",2003,7.3,1,12,7,58.3,1.64,0.96,0.08,0.14,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",2003,14,658,47,45.7,7.3,8,65,0,6,23,2,1.07,7,11,-4,-0.55,-0.66,ARG,"MF,FW",2003,7.3,0,0,0,4,10,1,30,7,4,,,0,400000.0
ARG-Primera División Argentina,2026,Arg Juniors,Gino Infantino,ARG,MF,23-029,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,2003,0.4,0,1,1,100.0,2.5,2.5,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,2003,2,36,18,2.5,0.4,0,,0,2,18,10,2.0,0,0,0,0.0,-0.26,ARG,MF,2003,0.4,0,0,0,0,0,0,0,0,1,,,0,350000.0
ARG-Primera División Argentina,2026,Unión,Tomás González,ARG,FW,23-030,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,2003,0.2,0,1,0,0.0,5.0,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,2003,1,18,18,1.3,0.2,0,,0,1,18,4,0.5,1,0,1,5.0,4.81,ARG,FW,2003,0.2,0,0,0,0,2,0,3,0,0,,,0,150000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Julián Contrera,ARG,"MF,FW",23-038,2003,15,9,908,10.1,0,2,2,0,0,0,5,0,0.0,0.2,0.2,0.0,0.2,ARG,"MF,FW",2003,10.1,0,11,5,45.5,1.09,0.5,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",2003,15,908,61,63.1,10.1,9,78,3,6,34,0,1.27,8,13,-5,-0.5,-0.16,ARG,"MF,FW",2003,10.1,5,0,0,33,12,8,60,8,12,,,0,500000.0
ARG-Primera División Argentina,2026,Aldosivi,Alan Sosa,ARG,"MF,FW",23-043,2003,10,5,512,5.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,ARG,"MF,FW",2003,5.7,0,10,2,20.0,1.76,0.35,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",2003,10,512,51,35.6,5.7,5,76,3,5,26,2,0.4,2,10,-8,-1.41,-0.92,ARG,"MF,FW",2003,5.7,1,1,0,4,8,0,7,8,7,,,0,
